"","iso3","country","year","pop_mln","gdp_blnUSDMER","gdp_blnUSDPPP","fossil_CO2_MtCO2","LULUCF_MtCO2","NonCO2_MtCO2e","vol_rdxn_MtCO2","allocation_MtCO2","responsibility_MtCO2","a1_dom_rdxn_MtCO2","net_import_MtCO2","capacity_blnUSDMER","rci","pop_mln_above_dl","pop_mln_above_lux","lux_emiss_MtCO2","lux_emiss_applied_MtCO2","kyoto_gap_MtCO2","base_emissions_mtco2e","net_emissions_mtco2e","NDCuncon_emissions_target_mtco2e","NDCcon_emissions_target_mtco2e","rb1_NDCuncon_mtco2e","rb1_NDCcon_mtco2e"
"291","MYS","Malaysia",1959,7.910188,10.336371,16.3107924,4.227666667,52.8,7.678000367,0,11.90566703,11.24863961,0,0,1.182281347,0.000197509,0.337723912,0.000472644,0.009274365,0,0,11.905667034,64.705667034,NA,NA,NA,NA
"292","MYS","Malaysia",1960,8.156342,11.043462,17.42658193,5.573333333,53.19966667,7.975,0,13.54833333,12.67717841,0,0,1.325084423,0.000204443,0.372690801,0.000555297,0.011708465,0,0,13.548333333,66.748000003,NA,NA,NA,NA
"293","MYS","Malaysia",1961,8.417821,11.882545,18.75065482,6.218666667,53.9,8.2463337,0,14.46500037,13.6833988,0,0,0.882504057,0.000148788,0.32928124,8.49e-05,0.00128672,0,0,14.465000367,68.365000367,NA,NA,NA,NA
"294","MYS","Malaysia",1962,8.692337,12.645526,19.95463876,6.346999633,52.19866667,8.568999633,0,14.91599927,14.8162557,0,0,0.990360937,0.000154185,0.36426614,0.000101132,0.001496862,0,0,14.915999266,67.114665936,NA,NA,NA,NA
"295","MYS","Malaysia",1963,8.973791,13.573556,21.41907001,7.7623337,52.8,8.832999633,0,16.59533333,16.0659636,0,0,1.137233916,0.000162892,0.410529968,0.000125413,0.001943513,0,0,16.595333333,69.395333333,NA,NA,NA,NA
"296","MYS","Malaysia",1964,9.253827,14.300958,22.56691029,9.8706663,52.09966667,9.144666667,0,19.01533297,17.50827892,0,0,1.242909099,0.000165825,0.444028385,0.000142979,0.002423213,0,0,19.015332967,71.114999637,NA,NA,NA,NA
"297","MYS","Malaysia",1965,9.526558,15.399967,24.30114639,11.1283337,53.00166667,9.515,0,20.6433337,19.29063286,0,0,1.443476794,0.000175119,0.504435478,0.000181345,0.003135224,0,0,20.6433337,73.64500037,NA,NA,NA,NA
"298","MYS","Malaysia",1966,9.790083,16.603739,26.20069848,13.08633333,53.999,9.793666667,0,22.88,21.38410918,0,0,1.683814008,0.000186884,0.574555315,0.00023224,0.004180319,0,0,22.879999997,76.878999997,NA,NA,NA,NA
"299","MYS","Malaysia",1967,10.046321,17.244167,27.2112938,13.5116663,55,10.1163337,0,23.628,23.74990605,0,0,1.783050537,0.00018976,0.604761818,0.000251718,0.004519733,0,0,23.628,78.628,NA,NA,NA,NA
"300","MYS","Malaysia",1968,10.297983,18.619905,29.38220823,14.10933333,45.001,10.4903337,0,24.59966703,26.40383932,0,0,2.091416343,0.000203301,0.690896561,0.000326421,0.005730738,0,0,24.59966703,69.60066703,NA,NA,NA,NA
"301","MYS","Malaysia",1969,10.549395,19.530148,30.81857159,13.44933333,43.69933333,10.79833297,0,24.2476663,29.61836771,0,0,2.552075808,0.000222987,0.773138434,0.000619965,0.011206312,0,0,24.2476663,67.94699963,NA,NA,NA,NA
"302","MYS","Malaysia",1970,10.804131,20.699326,32.66353436,19.06666593,44.79933333,11.27133297,0,30.3379989,32.9458057,0,0,2.84050939,0.00023597,0.84567601,0.000731939,0.015764287,0,0,30.3379989,75.13733223,NA,NA,NA,NA
"303","MYS","Malaysia",1971,11.062434,22.776434,35.94121057,21.22266703,40.20133333,11.72233333,0,32.94500037,38.04252107,0,0,3.826389522,0.000282427,1.016987324,0.00158609,0.037541815,0,0,32.94500036,73.14633369,NA,NA,NA,NA
"304","MYS","Malaysia",1972,11.324277,24.914789,39.31553455,22.58299963,41.899,12.19166667,0,34.7746663,44.05252552,0,0,4.545090031,0.000310829,1.167357603,0.002082317,0.048441914,0,0,34.7746663,76.6736663,NA,NA,NA,NA
"305","MYS","Malaysia",1973,11.592638,27.830088,43.91587608,22.19066667,49.89966667,12.4996663,0,34.69033297,51.09218721,0,0,5.633825577,0.00034985,1.381870518,0.002938935,0.062580112,0,0,34.69033297,84.58999964,NA,NA,NA,NA
"306","MYS","Malaysia",1974,11.871102,30.145178,47.56908787,23.1366663,47.50166667,12.58766703,0,35.72433333,58.58268794,0,0,6.509089381,0.000388665,1.548924864,0.003687499,0.075861836,0,0,35.72433333,83.226,NA,NA,NA,NA
"307","MYS","Malaysia",1975,12.162189,30.386662,47.9501496,23.30533297,48.09933333,13.14866667,0,36.45399963,66.15539822,0,0,6.441250715,0.000394036,1.546348664,0.003563359,0.073864406,0,0,36.45399964,84.55333297,NA,NA,NA,NA
"308","MYS","Malaysia",1976,12.468688,33.900417,53.49485464,28.60366703,53.10066667,13.83799963,0,42.44166667,74.64663727,0,0,7.896432417,0.000443116,1.809880537,0.004939399,0.109504293,0,0,42.44166666,95.54233333,NA,NA,NA,NA
"309","MYS","Malaysia",1977,12.790313,36.52874,57.64234807,27.30566667,60.401,14.17533297,0,41.48099963,84.10826291,0,0,8.143442289,0.000448972,1.997833339,0.003677503,0.066875673,0,0,41.48099964,101.88199964,NA,NA,NA,NA
"310","MYS","Malaysia",1978,13.122833,38.959324,61.47780938,28.3653337,64.702,14.60433333,0,42.96966703,93.77827232,0,0,9.082158887,0.000477626,2.178241733,0.004372324,0.078131286,0,0,42.96966703,107.67166703,NA,NA,NA,NA
"311","MYS","Malaysia",1979,13.460035,42.601669,67.22542942,32.9633326,65.29966667,15.9793326,0,48.9426652,104.5387822,0,0,10.66835538,0.000522379,2.46326734,0.005701875,0.108219355,0,0,48.9426652,114.24233187,NA,NA,NA,NA
"312","MYS","Malaysia",1980,13.798094,45.772011,72.22822878,34.01933297,68.59966667,16.2176663,0,50.23699927,117.8267209,0,0,12.42710582,0.000585591,2.697138521,0.008219809,0.157639266,0,0,50.23699927,118.83666594,NA,NA,NA,NA
"313","MYS","Malaysia",1981,14.13406,48.949551,77.24238658,38.12966667,73.79900367,16.379,0,54.50866667,132.0774099,0,0,13.88547961,0.000637942,2.936149436,0.009802857,0.193313662,0,0,54.50866667,128.30767034,NA,NA,NA,NA
"314","MYS","Malaysia",1982,14.471215,51.858696,81.8330171,37.532,74.899,16.9033337,0,54.4353337,148.0741819,0,0,15.21907954,0.000696862,3.151540805,0.011309183,0.212490504,0,0,54.4353337,129.3343337,NA,NA,NA,NA
"315","MYS","Malaysia",1983,14.81943,55.101025,86.94941194,46.52633333,85.09966667,18.12799927,0,64.6543326,164.6329637,0,0,16.76127964,0.000746697,3.392595776,0.013157268,0.279590329,0,0,64.6543326,149.75399927,NA,NA,NA,NA
"316","MYS","Malaysia",1984,15.1923,59.37785,93.69824136,42.141,76.901,19.45533407,0,61.59633407,185.2521952,0,0,18.93648244,0.000802274,3.714780949,0.015997661,0.305380649,0,0,61.59633407,138.49733407,NA,NA,NA,NA
"317","MYS","Malaysia",1985,15.598924,58.769077,92.73759763,45.969,75.40132967,20.12999927,0,66.09899927,203.3720726,0,0,17.28817937,0.00074883,3.677835452,0.010989361,0.208768491,0,0,66.09899927,141.50032894,NA,NA,NA,NA
"318","MYS","Malaysia",1986,16.043736,59.498165,93.88809842,50.59266667,76.79833333,21.38033297,0,71.97299963,222.5070489,0,0,17.22410308,0.000744399,3.701265205,0.010670363,0.216916422,0,0,71.97299964,148.77133297,NA,NA,NA,NA
"319","MYS","Malaysia",1987,16.522004,62.587269,98.76270422,52.12166667,80.69967033,22.19066667,0,74.31233333,243.7963393,0,0,18.51303337,0.000774822,3.924690793,0.011872833,0.238527097,0,0,74.31233334,155.01200367,NA,NA,NA,NA
"320","MYS","Malaysia",1988,17.02247,68.807014,108.5774612,54.21533333,78.199,22.97900073,0,77.19433407,266.7295306,0,0,21.23421976,0.000830389,4.442118858,0.013422067,0.250672642,0,0,77.19433406,155.39333406,NA,NA,NA,NA
"321","MYS","Malaysia",1989,17.52896,75.040657,118.4141492,62.997,75.801,24.09000073,0,87.08700073,291.9242606,0,0,24.49181167,0.00089796,4.931181485,0.017037603,0.335466756,0,0,87.08700073,162.88800073,NA,NA,NA,NA
"322","MYS","Malaysia",1990,18.029824,81.800713,129.0815169,66.61967033,75.90000367,24.8746663,0,91.49433663,318.5413611,0,0,25.00140986,0.000909206,5.752494577,0.008384588,0.128097683,0,0,91.49433663,167.3943403,NA,NA,NA,NA
"323","MYS","Malaysia",1991,18.519942,89.608971,141.4029473,76.358337,89.80032967,26.1213337,0,102.4796707,352.5290856,0,0,33.2873611,0.001103261,5.997053915,0.031398103,0.659025167,0,0,102.4796707,192.28000037,NA,NA,NA,NA
"324","MYS","Malaysia",1992,19.00266,97.570839,153.9667742,82.04532967,93.100337,26.95366593,0,108.9989956,392.5422608,0,-2.77404,38.09652238,0.001223023,6.585423275,0.039311245,0.822702866,0,0,108.9989956,202.0993326,NA,NA,NA,NA
"325","MYS","Malaysia",1993,19.4849,107.22542,169.201702,81.82167033,95.7,30.4809989,0,112.3026692,437.6115834,0,-6.7566201,44.33597777,0.001374241,7.27242191,0.051290476,1.03591055,0,0,112.30266923,208.00266923,NA,NA,NA,NA
"326","MYS","Malaysia",1994,19.977508,117.10307,184.7886327,89.01566667,94.90066667,31.4013337,0,120.4170004,486.3366052,0,-8.6716602,50.80778295,0.001508254,7.9621065,0.064390618,1.305991833,0,0,120.41700037,215.31766704,NA,NA,NA,NA
"327","MYS","Malaysia",1995,20.487604,128.61322,202.9516483,91.35866667,94.699,33.52800037,0,124.886667,541.2492569,0,-18.854859,58.65029799,0.001667565,8.738411782,0.081891085,1.608043389,0,0,124.88666704,219.58566704,NA,NA,NA,NA
"328","MYS","Malaysia",1996,21.01762,141.47803,223.2523172,106.865,93.5,36.08733333,0,142.9523333,600.9318996,0,-18.22615,67.6115627,0.001834503,9.587480764,0.102944905,2.148833882,0,0,142.95233333,236.45233333,NA,NA,NA,NA
"329","MYS","Malaysia",1997,21.56279,151.83809,239.6004908,124.8096703,93.100337,39.798,0,164.6076703,671.3182658,0,-10.56134,74.76150367,0.001960507,10.24194664,0.121028329,2.756951006,0,0,164.6076703,257.7080073,NA,NA,NA,NA
"330","MYS","Malaysia",1998,22.114646,140.6637,221.9673045,113.652,103.0003333,39.897,0,153.549,741.0764076,0,-24.774391,59.61106381,0.001706293,10.48902531,0.0415549,0.704214972,0,0,153.549,256.5493333,NA,NA,NA,NA
"331","MYS","Malaysia",1999,22.661292,149.29709,235.5907931,126.8813333,88.898337,42.84133333,0,169.7226667,808.0607868,0,-19.61433,65.12952143,0.001800972,11.13049113,0.048692518,0.871026414,0,0,169.72266663,258.62100363,NA,NA,NA,NA
"332","MYS","Malaysia",2000,23.194252,162.52312,256.4614671,138.5816593,86.99899633,45.41166667,0,183.993326,882.0172304,0,-25.495,70.81924994,0.00187883,12.936681,0.0311064,0.463658678,0,0,183.99332597,270.9923223,NA,NA,NA,NA
"333","MYS","Malaysia",2001,23.709116,163.36446,257.7891015,144.701337,82.80067033,46.42,0,191.121337,961.0227784,0,-27.39492,70.14764595,0.001889404,13.01333971,0.029528729,0.45176988,0,0,191.121337,273.92200733,NA,NA,NA,NA
"334","MYS","Malaysia",2002,24.20839,172.17142,271.6864835,153.9743333,110,47.82433333,0,201.7986667,1045.378781,0,-23.989609,75.99200027,0.002003651,13.6921525,0.034652739,0.537990656,0,0,201.79866663,311.79866663,NA,NA,NA,NA
"335","MYS","Malaysia",2003,24.69882,182.13756,287.4130515,168.2743407,115.0013333,49.99133333,0,218.265674,1137.205703,0,-34.421172,82.88028808,0.002120498,14.43825348,0.041369865,0.666462568,0,0,218.26567403,333.26700733,NA,NA,NA,NA
"336","MYS","Malaysia",2004,25.190646,194.49275,306.9095401,180.9499927,121,53.801,0,234.7509927,1240.290931,0,-33.446059,91.85745575,0.002241582,15.32464497,0.051333624,0.848917499,0,0,234.7509927,355.7509927,NA,NA,NA,NA
"337","MYS","Malaysia",2005,25.690616,204.86337,323.2743774,194.106,108.9989963,58.047,0,252.153,1353.993583,0,-31.774721,99.22645328,0.002346713,16.05239354,0.059968637,1.025089929,0,0,252.153,361.1519963,NA,NA,NA,NA
"338","MYS","Malaysia",2006,26.201954,216.30469,341.3287792,192.9913297,-19.5983326,58.619,0,251.6103297,1479.366328,0,-33.581219,107.5486418,0.002453199,16.82866732,0.070617908,1.157679022,0,0,251.6103297,232.0119971,NA,NA,NA,NA
"339","MYS","Malaysia",2007,26.720368,229.92924,362.8283177,209.487663,-18.30033407,60.89233333,0,270.3799963,1608.310736,0,-34.235988,117.8333574,0.002576852,17.70928617,0.085325684,1.439460231,0,0,270.37999633,252.07966226,NA,NA,NA,NA
"340","MYS","Malaysia",2008,27.236004,241.03891,380.3593759,218.5773333,-20.0016663,64.17766667,0,282.755,1749.642186,0,-33.869379,125.9944484,0.002716892,18.42151904,0.09739091,1.659089946,0,0,282.75499997,262.75333367,NA,NA,NA,NA
"341","MYS","Malaysia",2009,27.735038,237.39072,374.6025324,207.0566703,-10.39866667,62.62666667,0,269.683337,1893.994952,0,-33.290121,121.1932842,0.002777378,18.30938869,0.086669244,1.409273789,0,0,269.68333697,259.2846703,NA,NA,NA,NA
"342","MYS","Malaysia",2010,28.208028,255.01662,402.4162009,219.3179963,-15.70066703,64.58466667,0,283.902663,2037.042558,0,-33.874262,135.2679682,0.002903476,19.36580662,0.109814808,1.791992975,0,0,283.90266297,268.20199594,NA,NA,NA,NA
"343","MYS","Malaysia",2011,28.650962,268.51697,423.7197518,217.6203407,-140.000663,65.89367033,0,283.514011,2191.300673,0,-34.809699,145.8983197,0.00302725,20.15310195,0.128552059,2.02143255,0,0,283.51401103,143.51334803,NA,NA,NA,NA
"344","MYS","Malaysia",2012,29.06819,283.21411,446.9118373,236.8886777,-140.9979963,66.59766667,0,303.4863434,2349.247965,0,-35.88982,157.7802159,0.003170435,20.96133531,0.151640803,2.462382236,0,0,303.48634437,162.48834807,NA,NA,NA,NA
"345","MYS","Malaysia",2013,29.468924,296.50742,467.8886791,243.503348,-140.000663,68.00933333,0,311.512675,2521.735855,0,-37.160621,168.5213859,0.003296909,21.67091926,0.173857109,2.808458252,0,0,311.51268133,171.51201833,NA,NA,NA,NA
"346","MYS","Malaysia",2014,29.866606,314.31778,495.9934254,250.121652,-127.9996667,69.16066667,0,319.2823238,2703.601904,0,-38.18252,183.5037135,0.003456079,22.53942607,0.208636139,3.326367211,0,0,319.28231867,191.28265197,NA,NA,NA,NA
"347","MYS","Malaysia",2015,30.270964,330.32138,521.2471046,253.194337,-137.001326,70.862,0,324.0563495,2893.912605,0,-39.08023,196.8906163,0.003590224,23.29801107,0.241733006,3.785290653,0,0,324.056337,187.055011,NA,NA,NA,NA
"348","MYS","Malaysia",2016,30.684652,345.01996,544.4414624,256.992989,-77,71.96933333,0,320.9157578,3090.300505,0,-39.66475,209.0924786,0.003716668,23.98451993,0.273280331,4.217953078,0,0,328.96232233,251.96232233,NA,NA,NA,NA
"349","MYS","Malaysia",2017,31.104654,365.07501,576.0883293,264.253,-77,73.09133333,0,320.1736116,3289.285355,0,-40.245961,226.365937,0.003864517,24.82716868,0.323040609,4.931755463,0,0,337.34433333,260.34433333,NA,NA,NA,NA
"350","MYS","Malaysia",2018,31.528034,382.4888,603.5672882,269.0380037,-77,74.23533333,0,316.7938506,3491.202859,0,-40.81693,241.2165803,0.003988862,25.55040392,0.367876652,5.542399921,0,0,343.27333703,266.27333703,NA,NA,NA,NA
"351","MYS","Malaysia",2019,31.94979,398.94659,629.5376791,272.690011,-77,75.394,0,313.3670908,3693.866317,0,-41.39718,255.219271,0.00411749,26.2204839,0.412044339,6.120499385,0,0,348.084011,271.084011,NA,NA,NA,NA
"352","MYS","Malaysia",2020,32.365998,376.65448,594.3607318,250.1840073,-77,76.57099633,0,292.1962713,3887.305127,0,-41.97352,232.5055713,0.004086363,25.72957757,0.3261078,4.65502668,0,0,326.75500363,249.75500363,NA,NA,NA,NA
"353","MYS","Malaysia",2021,32.776196,388.45508,612.9820774,252.123674,-77,77.385,0,283.8267804,4069.398903,0,-42.673262,242.0812973,0.004069767,26.28076244,0.352327195,4.960814997,0,0,329.508674,252.508674,NA,NA,NA,NA
"354","MYS","Malaysia",2022,33.181078,410.23187,647.3458498,260.1756703,-77,78.21,0,283.7857318,4250.0903,0,-43.373191,261.164113,0.004192769,27.11504507,0.413504859,5.778726031,0,0,338.3856703,261.3856703,NA,NA,NA,NA
"355","MYS","Malaysia",2023,33.579264,432.79874,682.9563684,268.2130073,-77,79.04232967,0,282.8633938,4434.422007,0,-44.08184,281.122416,0.004325941,27.92318438,0.482683814,6.696912276,0,0,347.25533697,270.25533697,NA,NA,NA,NA
"356","MYS","Malaysia",2024,33.969292,453.94528,716.3256064,274.8900037,-77,79.88199633,0,281.5498575,4621.256715,0,-44.793531,299.836373,0.004388762,28.65111666,0.551516618,7.588785473,0,0,354.77200003,277.77200003,NA,NA,NA,NA
"357","MYS","Malaysia",2025,34.349932,474.07776,748.0946579,280.521989,-77,80.729,0,278.186355,4809.920423,0,-45.50448,317.6747059,0.004447249,29.3198256,0.620587151,8.462303634,0,0,361.250989,284.250989,NA,NA,NA,NA
"358","MYS","Malaysia",2026,34.720336,495.14102,781.33248,286.289674,-77,81.58699633,0,275.9946109,4998.979768,0,-46.277102,336.5047743,0.004505234,29.97683879,0.697975001,9.436012508,0,0,367.87667033,290.87667033,NA,NA,NA,NA
"359","MYS","Malaysia",2027,35.080108,514.66443,812.1404191,290.7776703,-77,82.45600367,0,272.9029115,5188.780969,0,-47.055012,353.9341828,0.004560071,30.57271369,0.772487157,10.34356318,0,0,373.23367397,296.23367397,NA,NA,NA,NA
"360","MYS","Malaysia",2028,35.429092,534.95764,844.1631024,295.338989,-77,83.33232967,0,269.668653,5378.651341,0,-47.839449,372.1931933,0.004613158,31.15672318,0.854614416,11.33808051,0,0,378.67131867,301.67131867,NA,NA,NA,NA
"361","MYS","Malaysia",2029,35.767396,556.05103,877.4484697,299.966326,-77,84.21966667,0,266.2760207,5568.426819,0,-48.62875,391.3130008,0.004665081,31.72793859,0.945020271,12.42670667,0,0,384.18599267,307.18599267,NA,NA,NA,NA
"362","MYS","Malaysia",2030,36.095052,577.97614,912.0462911,304.6706777,-77,85.11432967,0,262.7255928,5757.92648,0,-49.424352,411.326121,0.00471612,32.28544853,1.044412001,13.61744807,0,0,389.78500737,312.78500737,403.920849114461,NA,407.327725787297,NA
